,Age,Attrition,DistanceFromHome,Education,EmployeeID,EmployeeCount,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1138,53,1,18,3,1139,1,0,1,34230,6.0,15,1,15.0,4,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1139,54,0,14,3,1140,1,0,3,66740,3.0,17,1,9.0,2,4,2,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1140,33,0,2,4,1141,1,1,4,168800,1.0,14,3,9.0,2,9,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1141,43,0,3,3,1142,1,0,1,90940,1.0,12,1,10.0,0,10,0,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1142,38,0,2,5,1143,1,1,4,84460,0.0,14,0,7.0,3,6,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1143,55,0,9,3,1144,1,0,2,119160,4.0,15,1,35.0,3,10,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1144,31,0,6,3,1145,1,0,1,45340,1.0,13,0,1.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1145,39,0,4,3,1146,1,0,2,98520,0.0,12,1,21.0,5,20,11,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1146,42,0,10,4,1147,1,1,2,61510,1.0,13,1,20.0,3,20,3,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1147,31,0,14,2,1148,1,0,2,23020,4.0,14,0,13.0,3,11,4,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1148,54,0,1,3,1149,1,1,2,23620,6.0,13,1,9.0,2,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1149,24,0,5,4,1150,1,0,1,178610,1.0,11,2,4.0,5,4,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1150,23,0,7,3,1151,1,0,2,191870,1.0,11,1,5.0,2,5,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1151,40,0,21,3,1152,1,1,3,197170,1.0,21,0,10.0,1,10,9,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1152,40,0,8,1,1153,1,1,5,35440,3.0,18,3,15.0,3,11,5,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1153,25,0,20,5,1154,1,1,2,85000,4.0,12,0,6.0,2,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1154,30,0,20,4,1155,1,0,2,46610,1.0,11,0,12.0,3,12,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1155,25,0,7,2,1156,1,0,5,41030,6.0,15,1,7.0,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1156,47,0,1,4,1157,1,0,2,42490,2.0,13,1,25.0,2,17,12,11,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1157,33,0,1,3,1158,1,0,2,140260,1.0,12,0,1.0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1158,38,0,19,3,1159,1,1,2,68930,0.0,17,0,16.0,3,15,5,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1159,31,0,10,4,1160,1,1,3,61250,0.0,13,1,3.0,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1160,38,0,1,4,1161,1,0,2,36690,2.0,19,0,10.0,2,8,7,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1161,42,0,6,3,1162,1,0,2,100080,6.0,19,1,9.0,3,4,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1162,41,0,2,2,1163,1,0,1,23870,3.0,17,1,12.0,1,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1163,47,0,21,2,1164,1,0,1,46390,0.0,11,1,14.0,2,13,5,12,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1164,35,0,4,3,1165,1,0,2,78980,7.0,15,0,5.0,2,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1165,22,0,12,1,1166,1,0,2,25340,0.0,11,0,4.0,1,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1166,35,0,9,3,1167,1,1,2,131420,1.0,25,2,10.0,4,10,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1167,33,0,3,4,1168,1,0,3,16110,0.0,14,0,10.0,2,9,8,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1168,32,0,3,2,1169,1,0,3,53630,1.0,13,0,6.0,4,6,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1169,40,0,1,4,1170,1,0,2,50710,8.0,17,1,8.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1170,32,0,1,2,1171,1,0,3,136950,0.0,13,0,3.0,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1171,39,0,4,4,1172,1,0,1,134020,7.0,14,1,18.0,1,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1172,38,0,20,4,1173,1,1,2,20290,3.0,11,1,20.0,3,18,1,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1173,32,0,18,3,1174,1,0,2,63770,1.0,12,2,14.0,3,14,5,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1174,37,0,1,3,1175,1,1,4,54290,1.0,17,1,16.0,3,16,6,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1175,25,0,2,4,1176,1,1,2,27850,0.0,21,0,6.0,2,5,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1176,52,0,2,4,1177,1,0,1,46140,2.0,16,1,16.0,3,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1177,44,0,8,1,1178,1,1,1,26100,6.0,15,0,6.0,2,4,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1178,21,0,10,5,1179,1,0,3,66870,1.0,19,3,2.0,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1179,39,0,3,4,1180,1,1,2,47240,2.0,12,1,21.0,4,6,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1180,23,1,2,4,1181,1,1,2,61790,1.0,11,0,1.0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1181,36,0,24,3,1182,1,1,2,61200,0.0,19,0,10.0,2,9,3,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1182,36,0,16,1,1183,1,0,2,105960,7.0,15,0,18.0,3,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1183,56,0,8,1,1184,1,0,1,54670,1.0,20,0,13.0,6,13,1,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1184,29,1,9,4,1185,1,0,2,29960,9.0,25,0,4.0,4,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1185,42,0,17,1,1186,1,0,3,99980,5.0,24,2,24.0,3,22,4,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1186,56,1,10,4,1187,1,0,2,40780,8.0,24,1,14.0,3,10,9,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1187,41,0,13,4,1188,1,1,1,109200,0.0,15,1,21.0,3,20,0,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1188,34,0,1,3,1189,1,1,1,62320,1.0,13,1,8.0,3,8,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1189,36,0,1,1,1190,1,1,1,132470,1.0,14,0,15.0,3,15,11,11,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1190,41,0,1,5,1191,1,0,1,40810,2.0,13,0,14.0,3,5,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1191,32,0,9,4,1192,1,1,2,57690,1.0,11,0,4.0,3,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1192,35,0,16,3,1193,1,1,2,23940,1.0,16,1,9.0,3,9,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1193,38,0,23,3,1194,1,0,3,39040,1.0,22,0,10.0,3,10,1,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1194,50,1,4,2,1195,1,1,2,167990,7.0,14,1,12.0,2,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1195,36,0,22,4,1196,1,0,1,29500,4.0,14,0,8.0,1,6,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1196,45,0,24,3,1197,1,0,1,36290,8.0,16,1,8.0,2,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1197,40,0,10,4,1198,1,0,1,93620,2.0,11,1,8.0,6,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1198,35,0,7,2,1199,1,0,2,32290,1.0,25,0,10.0,2,10,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1199,40,0,17,4,1200,1,0,1,35780,2.0,14,1,20.0,2,5,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1200,35,0,14,1,1201,1,0,2,79880,1.0,18,0,4.0,3,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1201,29,0,1,3,1202,1,0,3,42840,4.0,11,0,10.0,5,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1202,29,0,5,3,1203,1,0,2,75530,1.0,19,0,5.0,3,5,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1203,50,1,17,3,1204,1,0,1,173280,4.0,15,2,20.0,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1204,39,0,25,3,1205,1,0,2,197010,0.0,11,0,21.0,3,20,9,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1205,31,0,8,4,1206,1,1,4,147320,0.0,12,0,10.0,3,9,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1206,26,0,11,4,1207,1,0,2,92780,0.0,20,0,5.0,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1207,36,0,5,1,1208,1,0,1,13590,4.0,12,0,17.0,2,5,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1208,39,0,2,1,1209,1,1,1,47790,4.0,14,2,9.0,3,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1209,27,0,8,2,1210,1,0,1,164220,1.0,20,1,6.0,3,6,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1210,49,0,6,1,1211,1,0,3,29960,2.0,18,1,17.0,2,9,0,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1211,34,0,4,3,1212,1,1,1,12610,2.0,14,1,6.0,6,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1212,41,1,7,2,1213,1,1,1,20990,8.0,12,1,8.0,2,6,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1213,49,0,1,4,1214,1,1,2,58100,1.0,21,1,10.0,2,10,1,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1214,37,1,2,3,1215,1,0,1,56470,6.0,19,0,7.0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1215,33,0,10,2,1216,1,0,2,34200,1.0,14,0,8.0,3,8,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1216,27,0,5,4,1217,1,1,4,44000,9.0,17,1,6.0,3,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1217,32,0,9,2,1218,1,1,2,35000,0.0,16,1,8.0,2,7,3,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1218,59,0,2,2,1219,1,1,5,20660,4.0,12,1,12.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1219,30,0,11,4,1220,1,0,2,171690,1.0,17,2,1.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1220,38,0,18,4,1221,1,0,2,41620,0.0,15,1,10.0,1,9,1,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1221,36,0,7,3,1222,1,0,1,92040,6.0,23,1,17.0,2,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1222,35,0,3,4,1223,1,0,2,32940,0.0,11,0,6.0,2,5,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1223,29,0,29,4,1224,1,0,2,21270,0.0,11,1,10.0,3,9,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1224,31,0,2,2,1225,1,0,2,39750,1.0,15,1,5.0,3,5,4,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1225,34,0,28,3,1226,1,0,1,107930,0.0,11,3,3.0,1,2,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1226,28,1,1,4,1227,1,0,5,100960,5.0,13,0,6.0,2,4,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1227,29,0,16,2,1228,1,1,4,36460,1.0,14,0,10.0,3,10,8,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1228,32,0,22,3,1229,1,1,2,74460,0.0,19,0,7.0,3,6,0,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1229,22,0,8,3,1230,1,1,3,108510,1.0,16,1,1.0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1230,53,0,11,3,1231,1,0,2,21090,2.0,13,0,31.0,3,25,3,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1231,38,0,29,3,1232,1,1,1,37220,5.0,14,0,6.0,0,3,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1232,24,0,1,5,1233,1,0,3,93800,0.0,16,0,5.0,2,4,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1233,36,1,1,3,1234,1,0,1,54860,7.0,12,1,10.0,2,5,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1234,34,0,24,3,1235,1,0,4,27420,0.0,11,1,13.0,2,12,2,11,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1235,21,0,2,3,1236,1,0,2,137570,1.0,12,1,0.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1236,34,1,15,2,1237,1,1,2,84630,2.0,13,0,8.0,2,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1237,53,0,2,1,1238,1,0,5,31620,4.0,15,0,26.0,4,14,4,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1238,32,1,10,3,1239,1,1,2,165980,1.0,13,0,10.0,2,10,6,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1239,42,0,10,3,1240,1,0,2,66510,0.0,20,0,10.0,5,9,4,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1240,44,0,3,1,1241,1,1,1,23450,3.0,15,2,24.0,0,22,5,17,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1241,46,0,2,3,1242,1,1,1,34200,3.0,13,2,22.0,3,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1242,33,0,3,3,1243,1,0,1,43730,4.0,14,0,7.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1243,44,0,26,3,1244,1,0,5,47590,2.0,21,0,9.0,2,4,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1244,30,0,1,4,1245,1,1,1,53010,1.0,16,1,10.0,3,10,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1245,39,1,1,4,1246,1,0,1,36730,3.0,14,1,19.0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1246,24,1,2,5,1247,1,0,3,47680,2.0,11,1,6.0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1247,43,0,9,5,1248,1,1,1,12740,1.0,19,0,6.0,3,5,1,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1248,50,1,12,4,1249,1,0,1,49000,1.0,11,0,3.0,3,3,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1249,35,0,2,4,1250,1,0,3,104660,1.0,13,0,2.0,1,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1250,36,0,25,1,1251,1,1,4,170070,9.0,12,1,6.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1251,33,0,9,2,1252,1,0,4,29090,2.0,11,0,10.0,2,5,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1252,35,0,10,1,1253,1,0,1,57650,1.0,14,1,1.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1253,27,0,8,2,1254,1,1,3,45990,1.0,15,1,1.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1254,26,1,4,3,1255,1,0,2,24040,1.0,12,0,1.0,6,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1255,27,0,24,3,1256,1,0,4,31720,1.0,20,1,9.0,1,9,1,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1256,30,0,1,4,1257,1,0,1,20330,1.0,14,1,12.0,3,12,3,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1257,41,1,20,4,1258,1,0,2,102090,1.0,13,1,23.0,2,22,15,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1258,34,0,7,2,1259,1,1,1,86200,0.0,13,1,10.0,2,9,8,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1259,37,0,17,3,1260,1,1,3,20640,4.0,16,0,8.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1260,46,0,20,3,1261,1,0,3,40350,4.0,14,1,14.0,2,9,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1261,35,0,8,4,1262,1,1,3,38380,1.0,16,1,1.0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1262,48,1,2,4,1263,1,1,1,45910,9.0,16,0,23.0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1263,28,1,10,1,1264,1,0,1,25610,1.0,22,1,2.0,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1264,44,0,1,1,1265,1,1,3,15630,5.0,12,2,9.0,3,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1265,35,0,5,4,1266,1,1,3,48980,2.0,15,2,10.0,2,4,2,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1266,26,0,4,4,1267,1,1,3,47890,7.0,20,1,5.0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1267,33,0,29,4,1268,1,1,1,31800,1.0,14,1,15.0,2,15,8,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1268,35,0,15,3,1269,1,0,3,65490,1.0,20,0,9.0,3,9,1,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1269,35,0,3,2,1270,1,1,1,63880,3.0,13,0,4.0,6,2,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1270,31,0,10,2,1271,1,1,2,112440,3.0,12,1,10.0,3,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1271,37,0,4,3,1272,1,0,4,160320,1.0,13,0,7.0,2,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1272,32,0,21,3,1273,1,0,2,23620,1.0,11,0,9.0,2,9,7,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1273,38,0,25,3,1274,1,0,2,163280,1.0,17,3,10.0,2,10,9,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1274,50,0,2,4,1275,1,1,4,83760,5.0,14,3,29.0,2,27,13,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1275,59,0,1,3,1276,1,0,1,166060,7.0,11,0,28.0,6,21,7,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1276,36,0,1,2,1277,1,1,2,86060,1.0,14,2,17.0,3,17,12,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1277,55,0,7,3,1278,1,0,3,22720,2.0,17,1,21.0,2,5,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1278,36,0,3,3,1279,1,1,2,20180,1.0,13,0,6.0,5,6,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1279,45,0,1,2,1280,1,1,1,70830,2.0,12,1,25.0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1280,35,0,9,3,1281,1,1,2,40840,4.0,13,1,5.0,3,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1281,36,1,7,2,1282,1,0,4,144110,0.0,18,3,2.0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1282,59,0,10,4,1283,1,0,3,23080,7.0,19,1,20.0,4,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1283,29,0,28,4,1284,1,1,1,48410,0.0,11,0,6.0,3,5,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1284,31,0,3,2,1285,1,1,3,42850,1.0,21,1,1.0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1285,32,0,3,4,1286,1,0,2,97150,1.0,15,1,10.0,1,10,0,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1286,36,0,2,3,1287,1,0,2,43200,3.0,17,0,5.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1287,31,0,27,3,1288,1,1,2,21320,1.0,18,0,11.0,3,11,1,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1288,35,0,2,4,1289,1,0,2,101240,0.0,14,1,16.0,2,15,2,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1289,45,0,14,3,1290,1,1,1,54730,4.0,13,0,17.0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1290,37,0,1,3,1291,1,1,3,52070,4.0,17,3,16.0,3,5,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1291,46,0,9,3,1292,1,0,3,164370,8.0,15,1,16.0,0,4,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1292,30,0,18,3,1293,1,0,4,22960,1.0,18,1,10.0,2,10,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1293,35,0,20,4,1294,1,1,3,40690,1.0,13,0,6.0,5,6,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1294,55,0,2,3,1295,1,1,2,74410,3.0,12,1,24.0,4,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1295,38,0,11,1,1296,1,0,2,24300,7.0,13,2,17.0,2,13,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1296,34,0,8,2,1297,1,0,1,58780,1.0,14,0,5.0,1,5,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1297,56,0,2,1,1298,1,0,2,26440,4.0,11,1,37.0,2,6,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1298,23,0,10,3,1299,1,0,2,64390,3.0,22,3,3.0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1299,51,0,29,4,1300,1,1,5,24510,3.0,17,0,10.0,2,4,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1300,30,0,8,2,1301,1,0,1,63920,1.0,21,1,11.0,2,11,10,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1301,46,1,1,2,1302,1,1,2,97140,1.0,22,0,9.0,0,9,4,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1302,40,0,6,3,1303,1,0,1,60770,1.0,16,2,22.0,2,22,11,11,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1303,51,0,8,4,1304,1,1,5,24500,0.0,12,1,11.0,2,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1304,30,0,9,3,1305,1,0,1,92500,1.0,12,3,11.0,0,11,2,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1305,46,0,12,1,1306,1,0,1,20740,2.0,15,1,21.0,3,10,9,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1306,32,0,15,3,1307,1,0,1,101690,1.0,14,0,12.0,6,11,5,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1307,54,0,25,1,1308,1,1,1,48550,9.0,25,1,16.0,2,4,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1308,24,0,6,2,1309,1,0,2,40870,0.0,20,3,4.0,1,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1309,28,0,9,4,1310,1,0,2,23670,1.0,13,0,5.0,2,5,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
