,Age,Attrition,DistanceFromHome,Education,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,average_m_rating,MeanWorkingTime
427,26,0,11,3,0,2,22670,1.0,19,3,7.0,2,7,0,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,3.0,2.5,7.643563144722222
428,41,0,1,4,0,1,195170,2.0,13,0,20.0,5,18,2,17,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,1.0,3.0,3.0,10.744320901944445
429,36,0,9,3,1,2,24360,4.0,13,0,16.0,3,11,3,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,2.0,7.571536325555555
430,19,1,15,3,0,2,160640,1.0,15,1,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,2.0,4.0,3.0,10.6498655675
431,20,1,29,3,1,3,27070,1.0,11,0,1.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,3.0,3.0,6.569274953333333
432,31,0,1,4,0,4,190680,0.0,12,0,10.0,1,9,8,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,4.0,1.0,3.0,8.39375418638889
433,40,0,1,3,0,1,39310,8.0,19,0,3.0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.0,2.0,3.0,2.5,7.9921630675
434,32,0,24,3,0,4,37300,1.0,25,1,8.0,4,8,6,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0,1.0,4.0,3.5,7.824339976666667
435,36,1,10,3,0,3,22320,1.0,12,1,16.0,2,16,3,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,4.0,3.0,3.0,9.657233120555556
436,33,0,1,4,1,4,44650,0.0,13,0,6.0,3,5,1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,4.0,3.0,3.0,6.296261964722222
437,37,1,10,4,1,3,30720,5.0,14,0,17.0,3,14,11,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.0,3.0,1.0,2.5,7.145901046388889
438,45,0,8,1,0,2,33190,1.0,12,1,9.0,3,9,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,2.0,2.0,3.0,6.696984785277778
439,29,0,29,1,0,1,192020,1.0,12,0,3.0,5,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,4.0,3.0,3.0,7.778433794444444
440,35,0,1,3,0,3,136750,1.0,15,3,5.0,5,5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0,3.0,3.0,2.5,6.325743919444444
441,52,0,5,4,0,1,29110,2.0,17,2,26.0,3,9,7,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,4.0,2.0,3.0,7.061930192222222
442,58,1,9,2,1,4,59570,4.0,14,1,7.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0,3.0,3.0,2.0,7.563789666944445
443,53,0,9,3,0,1,39200,6.0,16,1,22.0,3,17,15,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,3.0,4.0,3.0,7.020330370277778
444,30,0,3,4,0,1,64340,5.0,14,1,10.0,3,8,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0,3.0,4.0,2.5,7.900137501944445
445,38,0,4,3,0,2,100480,1.0,23,1,6.0,2,5,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.0,4.0,3.0,3.5,8.19851592
446,35,0,1,2,1,2,109380,6.0,14,2,12.0,2,10,0,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4.0,4.0,3.0,2.0,7.459498921944444
447,39,0,1,1,0,2,23400,0.0,11,1,9.0,2,8,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.0,3.0,3.0,2.5,6.663895174722222
448,40,1,2,4,0,1,65450,4.0,15,0,22.0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.0,2.0,2.0,3.0,9.109075503055555
449,47,0,7,4,0,3,69310,1.0,11,0,20.0,3,19,2,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0,3.0,4.0,3.0,9.987291102222224
450,36,0,28,1,0,2,48980,4.0,13,1,12.0,3,7,0,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.0,4.0,3.0,3.0,6.841670549444444
451,31,1,28,4,0,2,25930,0.0,21,0,4.0,2,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,1.0,3.0,3.5,8.111412918888888
452,33,0,15,3,0,4,194360,1.0,19,2,10.0,4,10,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4.0,3.0,3.0,3.0,7.853866208333334
453,29,1,3,5,0,1,27230,6.0,11,1,3.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.0,1.0,3.0,2.5,9.013001119166669
454,33,0,2,2,0,2,34790,3.0,12,0,5.0,3,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4.0,3.0,3.0,7.461039206388889
455,45,0,26,1,1,3,27940,3.0,19,1,8.0,2,5,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0,4.0,3.0,3.0,7.338659433611111
456,50,0,10,1,1,1,52490,9.0,21,2,32.0,2,5,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,4.0,2.0,3.0,7.562909860555555
457,33,0,1,3,0,2,21760,1.0,14,1,6.0,2,6,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.0,2.0,3.0,2.5,8.944497873333333
458,41,0,11,3,0,1,168720,2.0,15,1,21.0,2,18,0,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0,3.0,4.0,3.0,8.258643624444444
459,27,0,20,4,0,2,34850,9.0,17,2,4.0,2,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,2.0,3.0,3.0,7.331850894166666
460,45,0,2,3,1,1,66440,1.0,12,0,9.0,3,9,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.0,1.0,3.0,3.5,9.008089824722225
461,47,0,18,4,1,2,55820,1.0,16,0,9.0,3,9,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.0,4.0,3.0,3.0,7.707393788055556
462,30,1,2,3,0,2,40000,4.0,12,0,7.0,5,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0,3.0,3.0,2.5,10.237368248333334
463,50,0,1,3,1,2,134960,3.0,18,1,22.0,3,12,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,3.0,3.0,3.0,9.181043147777778
464,38,0,13,3,0,1,32100,0.0,17,2,3.0,5,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,3.0,2.0,2.5,7.403927279444444
465,46,0,28,3,1,3,190450,6.0,11,3,13.0,2,8,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0,3.0,3.0,3.0,7.001493805833333
466,24,0,28,3,1,1,118490,1.0,16,1,5.0,3,4,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4.0,3.0,3.0,3.0,6.822236109722223
467,35,1,24,3,0,3,20700,1.0,13,3,5.0,1,4,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3.0,2.0,1.0,2.5,9.264956005555556
468,31,0,5,2,0,2,65020,1.0,12,0,4.0,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,1.0,3.0,3.0,6.648227328888889
469,18,0,5,4,0,2,32300,1.0,12,1,0.0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2.0,4.0,3.0,3.0,6.104254946388889
470,54,0,23,3,1,1,136030,8.0,13,1,22.0,2,10,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.0,3.0,3.0,3.0,6.431931529444445
471,35,0,6,4,1,1,119960,1.0,19,2,16.0,3,16,10,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,3.0,2.0,3.0,9.624817799722225
472,30,0,4,3,1,5,56050,0.0,12,1,9.0,0,8,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,1.0,2.0,2.5,10.249676153055557
473,20,1,2,2,1,2,63970,1.0,17,1,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,1.0,3.0,3.0,8.188568981666666
474,30,1,8,4,0,1,191440,0.0,11,0,4.0,3,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,2.0,3.0,3.0,7.770958724722223
475,26,0,1,3,1,2,175840,1.0,20,0,8.0,2,8,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.0,4.0,3.0,3.5,8.11358825111111
476,22,0,8,3,0,2,49070,2.0,21,1,4.0,2,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2.0,1.0,2.0,3.5,7.4564195125
477,48,0,2,4,0,2,45540,2.0,11,2,19.0,3,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,3.0,3.0,3.0,8.059356781388889
478,48,0,3,3,0,1,54150,7.0,11,1,27.0,1,15,4,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.0,3.0,3.0,3.0,6.805364231944445
479,41,0,2,3,0,2,47410,6.0,16,0,8.0,3,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,3.0,3.0,3.0,7.111481488888889
480,39,0,2,3,0,3,21150,1.0,18,0,21.0,3,21,11,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.0,3.0,3.5,7.185929476111111
481,27,0,3,3,0,2,31610,0.0,13,2,4.0,0,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,4.0,3.0,3.0,6.833269791388889
482,35,0,24,3,0,5,57450,1.0,17,3,3.0,4,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2.0,4.0,2.0,3.0,6.879527745
483,42,0,23,4,0,1,23730,6.0,14,1,21.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,3.0,2.761436413540713,3.5,8.0283718075
484,50,0,27,3,0,2,33100,4.0,22,1,8.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.0,4.0,3.0,4.0,6.9158562522222224
485,59,0,16,4,1,5,186650,3.0,12,0,30.0,3,5,4,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,4.0,3.0,2.5,10.131215006944444
486,37,1,15,3,0,2,44850,5.0,11,1,15.0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,2.0,1.0,3.5,6.720089325833333
487,55,0,26,2,1,2,27890,3.0,13,1,17.0,2,8,6,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,2.0,3.0,2.5,8.63913308361111
488,41,0,19,1,0,2,58280,1.0,13,0,21.0,0,21,5,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,3.0,3.0,3.0,6.552680644444445
489,38,0,24,2,1,1,23260,8.0,14,0,19.0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.7236031927023947,4.0,3.0,3.5,8.207082353611112
490,26,1,21,1,1,1,135250,8.0,17,1,7.0,4,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,1.0,3.0,2.5,7.641815659444444
491,52,1,5,4,1,4,14200,1.0,13,1,33.0,2,32,6,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,4.0,3.0,3.5,6.067165031388889
492,44,0,16,3,1,1,80200,3.0,11,1,23.0,2,12,11,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,3.0,3.0,10.917758783333332
493,50,0,2,2,0,1,36880,0.0,11,0,19.0,3,18,0,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,3.0,3.0,2.5,6.768210071666667
494,36,1,2,4,0,4,54820,1.0,18,0,18.0,3,17,15,14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.0,1.0,3.0,3.0,7.649626770277778
495,39,0,11,3,0,1,160150,1.0,11,0,21.0,3,21,2,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0,1.0,3.0,3.5,10.3395121175
496,33,0,9,2,0,5,12000,0.0,11,1,3.0,3,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2.0,4.0,2.0,3.0,7.986661892222222
497,45,0,7,2,0,1,56610,3.0,12,0,26.0,2,9,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,2.5,7.884179141111111
498,32,0,15,3,0,2,69290,9.0,20,0,10.0,6,8,7,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0,3.0,3.0,2.5,7.532944101111111
499,34,0,6,4,0,2,96130,0.0,12,1,16.0,5,15,0,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.0,4.0,2.0,2.5,7.263499602777777
500,59,0,5,3,0,2,56740,3.0,12,0,14.0,6,6,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,4.0,1.0,3.0,8.376347685277777
501,45,0,16,1,0,2,54840,1.0,20,3,6.0,6,6,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,2.0,3.0,3.5,6.573002236944444
502,53,0,8,2,0,2,120610,2.0,20,1,30.0,2,15,6,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.0,3.0,4.0,7.948072369444444
503,36,1,7,2,1,1,56600,7.0,12,0,9.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,3.0,2.0,3.0,5.813375098333334
504,26,1,2,3,0,2,48210,6.0,14,2,6.0,2,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.0,1.0,3.0,3.0,8.498622460277778
505,34,0,2,2,0,1,64100,1.0,13,1,1.0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,3.0,3.0,2.5,9.153217902777778
506,28,0,10,3,0,2,52100,1.0,15,0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4.0,2.0,3.0,3.5,7.897350181388888
507,38,0,9,4,0,2,26950,3.0,14,1,8.0,4,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,3.0,3.0,2.0,7.766296775833333
508,50,0,5,4,0,1,118780,2.0,13,1,29.0,2,8,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,3.0,2.0,3.0,9.452556164444443
509,37,0,1,3,0,1,170680,3.0,23,0,8.0,6,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,2.0,2.0,3.5,7.432645091666666
510,40,0,2,3,0,5,24550,1.0,15,1,8.0,2,7,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,1.0,2.0,3.0,6.376411267777778
511,26,0,3,3,0,2,139640,1.0,11,2,5.0,1,5,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,3.0,3.0,2.5,7.638862847222223
512,46,0,2,1,1,3,49410,9.0,13,2,23.0,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,4.0,3.0,2.5,7.050005345833333
513,54,0,5,3,1,2,24780,6.0,11,0,13.0,0,9,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,3.0,3.0,3.0,7.547486573888889
514,56,0,1,2,1,2,52280,2.0,11,0,18.0,4,5,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,3.0,3.0,3.0,6.859976482222222
515,36,0,4,2,1,2,44780,0.0,18,1,15.0,3,14,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,3.0,6.655590931944444
516,55,0,2,3,1,2,75470,7.0,16,0,31.0,2,9,6,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,1.0,4.0,2.5,6.077754782222223
517,43,0,25,2,0,3,50550,5.0,22,0,18.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.0,3.0,3.0,7.982584762777777
518,20,1,8,3,0,3,34640,1.0,20,0,2.0,3,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0,4.0,3.0,3.0,8.687784477500001
519,21,1,1,4,0,1,57750,1.0,18,0,1.0,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,1.0,2.0,3.0,6.628979874444445
520,46,0,12,3,1,3,89430,8.0,12,1,19.0,6,16,1,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4.0,1.0,3.0,3.0,10.630008470555556
521,51,1,23,3,1,2,192720,9.0,20,0,18.0,2,10,2,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.0,3.0,4.0,3.5,8.68693823611111
522,28,1,19,4,1,4,52380,1.0,17,1,10.0,4,10,1,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,1.0,2.0,2.5,7.658778344722222
523,26,0,5,4,1,2,46820,1.0,11,1,6.0,3,5,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,1.0,3.0,2.0,7.752269160555556
524,30,0,8,3,1,1,183000,0.0,14,0,7.0,6,6,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,1.0,2.0,3.0,6.177966810277778
525,41,0,1,4,1,1,52570,1.0,14,0,10.0,2,10,0,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.0,3.0,3.0,3.5,8.059216199166666
526,38,0,5,3,0,1,63490,0.0,11,0,20.0,3,19,1,9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,3.0,2.0,3.0,7.197861859166667
527,40,0,1,4,0,1,48690,4.0,12,0,14.0,2,11,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.0,4.0,3.0,3.0,7.862870123055555
528,27,0,11,3,1,2,99850,1.0,14,1,3.0,3,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,3.0,3.0,2.5,8.13224660388889
529,55,0,23,5,0,3,36970,3.0,13,1,23.0,1,3,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.0,3.0,3.0,6.902948564722222
530,28,0,1,3,0,2,74570,3.0,11,2,10.0,1,8,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,4.0,3.5,6.843381297222222
531,44,1,18,4,1,2,21190,9.0,15,0,24.0,3,20,3,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,1.0,3.0,3.0,6.299033138333333
532,33,0,23,4,1,4,39830,4.0,12,0,9.0,3,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4.0,4.0,3.0,3.0,6.743628224166667
533,35,1,7,4,0,3,61180,0.0,21,1,9.0,3,8,4,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4.0,1.0,3.0,3.0,9.506907673333332
534,33,1,1,2,1,1,62140,1.0,19,2,14.0,3,13,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,3.0,3.0,3.0,7.758362227499999
535,28,0,1,1,0,2,63470,1.0,15,1,4.0,2,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,3.0,2.0,3.0,6.9546426708333335
536,34,0,29,4,0,1,115100,0.0,14,1,7.0,5,6,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.0,4.0,2.0,3.0,6.9261208013888895
537,37,0,7,4,0,4,71430,2.0,21,0,8.0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,4.0,3.0,3.0,10.840448971111112
538,25,1,25,4,1,2,82680,1.0,12,0,7.0,3,7,5,6,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,4.0,4.0,2.5,10.862789028888889
539,26,1,8,2,0,2,80950,1.0,15,0,1.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,3.0,2.0,3.5,7.725736365833333
540,33,1,8,2,0,4,29040,4.0,13,0,5.0,2,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,2.0,3.0,3.0,9.636697541388887
541,42,0,11,1,0,4,60320,0.0,14,0,23.0,2,22,13,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,1.0,3.0,2.5,7.008549506388889
542,28,1,7,3,0,2,29760,1.0,14,0,1.0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,2.0,3.0,3.0,6.132186829166667
543,50,1,1,4,0,2,159920,3.0,14,0,5.0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,3.0,3.0,3.0,10.544538736666668
544,33,0,9,3,1,2,46490,0.0,12,0,4.0,2,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.0,2.0,3.0,2.5,8.007284199999999
545,34,0,1,1,1,2,26960,3.0,23,0,6.0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3.0,4.0,3.0,3.5,7.079110499722222
546,48,0,2,1,0,2,23700,2.0,11,0,27.0,3,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,4.0,2.0,3.0,6.129310132222223
547,45,0,1,3,1,2,125040,1.0,12,1,15.0,2,15,4,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,3.0,3.0,3.0,6.143873966666667
548,52,0,1,3,0,1,59740,7.0,18,1,18.0,6,8,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.0,2.0,3.0,3.0,7.931453298611111
549,38,0,6,2,0,1,47360,0.0,11,1,9.0,3,8,2,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,3.0,3.0,2.5,10.45550573
550,29,0,8,3,1,4,52960,4.0,14,0,11.0,3,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.0,3.0,3.5,6.764364050555556
551,28,0,1,3,1,4,67810,0.0,15,1,10.0,2,9,1,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,2.0,2.0,3.0,7.344399174999999
552,46,0,6,4,0,3,21740,3.0,11,1,23.0,3,12,4,9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,3.0,3.0,3.0,6.279568499444444
553,38,0,7,4,0,1,66530,7.0,20,1,10.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.0,2.0,3.0,3.5,7.390302979444444
554,43,0,5,3,1,2,96990,8.0,19,1,18.0,3,8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0,1.0,3.0,3.0,6.9903452588888895
555,39,1,1,3,0,2,67550,7.0,14,1,21.0,2,18,11,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.0,4.0,3.0,3.0,7.411477585277778
556,40,0,1,1,0,1,22130,1.0,17,0,21.0,4,20,4,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,4.0,3.0,6.338055626111111
557,21,0,1,4,1,1,26100,1.0,11,1,2.0,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,2.0,4.0,2.5,10.180719548333332
558,39,0,6,3,0,1,28510,9.0,15,0,9.0,2,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,2.0,2.0,3.0,6.787968203611111
559,36,0,1,3,0,3,34520,2.0,13,3,18.0,4,11,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,4.0,3.0,3.5,7.460561966666666
560,31,0,7,3,0,1,52580,0.0,14,3,3.0,5,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,4.0,3.0,3.0,6.708435882222222
561,28,0,2,4,0,1,93550,0.0,11,0,6.0,4,5,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.0,2.0,1.0,3.0,7.793182906944445
562,35,0,9,2,1,1,104960,1.0,13,1,5.0,2,5,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,4.0,3.0,3.0,6.542206060555555
563,49,0,2,2,1,1,63800,6.0,23,1,22.0,1,9,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.0,2.0,3.0,3.0,6.838540867777779
564,34,0,9,1,0,2,26570,2.0,13,1,5.0,3,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0,3.0,2.0,2.5,8.225737874444444
565,29,0,1,4,0,3,27160,0.0,18,0,8.0,2,7,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,2.0,2.0,2.0,7.072883437777778
566,42,0,21,2,1,1,22010,4.0,12,1,16.0,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,4.0,3.0,3.5,6.976706008611111
